entry,name,size
005fd8c0,PedIK::Constructor,34
005fda60,PedIK::MoveLimb,248
005fdb60,PedIK::MoveLimb,159
005fdc00,PedIK::PointGunInDirection,432
005fddb0,PedIK::RotateTorso,111
005fde20,PedIK::PointGunAtPosition,16
005fdf90,PedIK::RotateTorsoForArm,326
005fe0e0,PedIK::PitchForSlope,2010
005fed40,EventPedCollisionWithPlayer::Constructor,57
005fee40,EventPlayerCollisionWithPed::Constructor,57
005ff250,EventAcquaintancePedHateBadlyLit::Constructor,108
005ff940,TaskSimpleCarDriveTimed::CTaskSimpleCarDriveTimed,50
005ff9d0,EntityScanner::Clear,66
005ffa20,EntityScanner::ScanForEntitiesInRange,1070
005ffe60,VehicleScanner::CVehicleScanner::ScanForVehiclesInRange,113
005fff20,PedScanner::CPedScanner::GetClosestPedInRange,4
005fff30,ObjectScanner::CObjectScanner::ScanForObjectsInRange,55
005fff90,AttractorScanner (thunk),57
00600530,Decision::SetDefault,41
00600570,Decision::Set,138
00600600,Decision::Add,174
006006b0,Decision::From,27
00600840,DecisionMakerTypes (thunk),18
00600860,DecisionMakerTypesFileLoader::GetPedDMName,26
00600880,DecisionMakerTypesFileLoader::GetGrpDMName,26
006008a0,MentalHealth::CMentalState::Process,646
00600b50,PedIntelligence::SetPedDecisionMakerType,82
00600bc0,PedIntelligence::RestorePedDecisionMakerType,23
00600be0,PedIntelligence::SetHearingRange,13
00600bf0,PedIntelligence::SetSeeingRange,13
00600c60,PedIntelligence::IsInSeeingRange,130
00600cf0,PedIntelligence::FindRespectedFriendInInformRange,187
00600db0,PedIntelligence::IsRespondingToEvent,8
00600dc0,PedIntelligence::AddTaskPhysResponse,23
00600de0,PedIntelligence::AddTaskEventResponseTemp,23
00600e00,PedIntelligence::AddTaskEventResponseNonTemp,23
00600e20,PedIntelligence::AddTaskPrimaryMaybeInGroup,186
00600ee0,PedIntelligence::FindTaskByType,70
00600f30,PedIntelligence::GetTaskFighting,38
00600f70,PedIntelligence::GetTaskUseGun,55
00600fb0,PedIntelligence::GetTaskThrow,55
00600ff0,PedIntelligence::GetTaskHold,114
00601070,PedIntelligence::GetTaskSwim,37
006010a0,PedIntelligence::GetTaskDuck,100
00601110,PedIntelligence::GetTaskJetPack,50
00601150,PedIntelligence::GetTaskInAir,37
00601180,PedIntelligence::GetTaskClimb,37
006011b0,PedIntelligence::GetUsingParachute,119
00601230,PedIntelligence::SetTaskDuckSecondary,347
00601390,PedIntelligence::ClearTaskDuckSecondary,140
00601420,PedIntelligence::ClearTasks,538
00601640,PedIntelligence::FlushImmediately,645
006018d0,PedIntelligence::GetEffectInUse,7
006018e0,PedIntelligence::SetEffectInUse,13
006018f0,PedIntelligence::ProcessAfterProcCol,177
006019b0,PedIntelligence::ProcessAfterPreRender,504
00601bb0,PedIntelligence::ProcessEventHandler,8
00601bc0,PedIntelligence::IsFriendlyWith,16
00601c30,PedIntelligence::IsThreatenedBy,82
00601c90,PedIntelligence::Respects,46
00601cc0,PedIntelligence::IsInACarOrEnteringOne,66
00601d10,PedIntelligence::AreFriends,55
00601d70,PedIntelligence::GetMoveStateFromGoToTask,40
00601da0,PedIntelligence::FlushIntelligence,81
00601e00,PedIntelligence::TestForStealthKill,583
00602050,PedIntelligence::RecordEventForScript,45
006020a0,PedIntelligence::IsInterestingEntity,39
006020d0,PedIntelligence::LookAtInterestingEntities,359
00602350,PedIntelligence::IsPedGoingForCarDoor,77
006023a0,InterestingEvents::Constructor,447
00602590,InterestingEvents::Add,13
006028a0,InterestingEvents::GetInterestingEvent,190
00602960,InterestingEvents::InvalidateEvent,88
006029c0,InterestingEvents::InvalidateNonVisibleEvents,163
00602c00,PedStuckChecker (thunk),2174
00603720,EventScanner::CVehiclePotentialCollisionScanner::ScanForVehiclePotentialCollisionEvents,777
006040c0,Decision::CDecision,8
006040d0,Decision::MakeDecision,333
006043a0,DecisionMakerTypes::CDecisionMakerTypes::RemoveDecisionMaker,233
00604490,DecisionMakerTypes::CDecisionMakerTypes::FlushDecisionMakerEventResponse,35
006044c0,DecisionMakerTypes::CDecisionMakerTypes::AddEventResponse,50
00605300,EventScanner::CEventScanner,204
006053d0,EventScanner::CEventScanner::ScanForEventsNow,69
00605550,PedIntelligence::CanSeeEntityWithLights,249
00605650,PedIntelligence::ProcessStaticCounter,413
00605a30,InterestingEvents::ScanForNearbyEntities,1123
00606050,ObjectScanner::ScanForObjectsInRange,11
00606e70,DecisionMakerTypes::CDecisionMakerTypes::MakeDecision,260
00606f80,DecisionMakerTypes::CDecisionMakerTypes::MakeDecision,196
00607050,DecisionMakerTypes::CDecisionMakerTypes::AddDecisionMaker,24
00607140,PedIntelligence::Constructor,446
00607300,PedIntelligence::Destructor,154
006073a0,PedIntelligence::ProcessFirst,242
006074a0,PedIntelligence::new,11
006074e0,PedIntelligence::delete,49
006076b0,DecisionMakerTypesFileLoader::LoadDecisionMaker,946
00607a70,DecisionMakerTypesFileLoader::UnloadDecisionMaker,18
00607d00,DecisionMakerTypesFileLoader::ReStart,36
00607d30,DecisionMakerTypesFileLoader::LoadDecisionMaker,6
00607e30,EventScanner::CEventScanner::ScanForEvents,1059
00608260,PedIntelligence::Process,124
00608350,PedScriptedTaskRecord::Flush,56
00608390,PedScriptedTaskRecord::Set,79
006083e0,PedScriptedTaskRecord::Set,91
00608440,PedScriptedTaskRecord::SetAsAttractorScriptTask,91
006084a0,PedScriptedTaskRecord::SetAsGroupTask,91
00608500,PedScriptedTaskRecord::AssociateWithEvent,17
00608520,PedScriptedTaskRecord::AssociateWithTask,24
00608540,PedScriptedTaskRecord::GetVacantSlot,10
00608580,PedScriptedTaskRecord::GetRecordAssociatedWithEvent,46
006085e0,PedScriptedTaskRecord::Process,302
00608710,PedScriptedTaskRecord::GetStatus,49
00608750,PedScriptedTaskRecord::GetStatus,37
00608790,PedType::FindPedType,153
00608830,PedType::GetPedFlag,20
00608850,PedStats::Shutdown,11
006088d0,PedStats::GetPedStatType,102
00608960,Acquaintance::SetAcquaintances,14
00608970,Acquaintance::GetAcquaintances,10
00608980,Acquaintance::ClearAsAcquaintance,27
006089a0,Acquaintance::ClearAcquaintances,14
006089b0,PedType::GetPedTypeAcquaintances,17
006089d0,PedType::GetPedTypeAcquaintances,23
006089f0,PedType::ClearPedTypeAsAcquaintance,41
00608a20,PedType::ClearPedTypeAcquaintances,27
00608a40,PedType::PoliceDontCareAboutCrimesAgainstPedType,33
00608b00,PedType::Shutdown,37
00608b30,PedType::LoadPedData,620
00608da0,Acquaintance::SetAsAcquaintance,127
00608e20,PedType::SetPedTypeAsAcquaintance,31
00608e40,PedType::Initialise,156
00608f70,EventNewGangMember::Constructor,87
006090e0,EventDontJoinPlayerGroup::Constructor,87
0060f8d0,PopCycle::PickGangToCreateMembersOf,763
0060fbd0,PopCycle::FindNewPedType,1019
0060ffd0,PopCycle::PickPedMIToStreamInForCurrentZone,383
00610150,PopCycle::IsPedAppropriateForCurrentZone,182
00610210,PopCycle::IsPedInGroup,88
00610310,PopCycle::GetCurrentPercOther_Peds,184
00610420,PopCycle::PickARandomGroupOfOtherPeds,112
00610490,PopCycle::PlayerKilledADealer,23
006104b0,PopCycle::UpdateDealerStrengths,163
00610560,PopCycle::UpdateAreaDodgyness,364
00610720,PopCycle::PedIsAcceptableInCurrentZone,69
00610770,PopCycle::UpdatePercentages,1112
00610bf0,PopCycle::Update,281
00610e10,Population::Initialise,165
00610ed0,Population::FindDummyDistForModel,40
00610f20,Population::RemovePed,28
00610f40,Population::ChoosePolicePedOccupation,3
00610f50,Population::ArePedStatsCompatible,362
006110e0,Population::PedMICanBeCreatedAtThisAttractor,362
006114c0,Population::IsSkateable,130
00611550,Population::ChooseGangOccupation,5
00611570,Population::UpdatePedCount,16
006116c0,Population::PedCreationDistMultiplier,150
00611760,Population::IsSunbather,30
006117d0,Population::PlaceGangMembers,29
006117f0,Population::LoadSpecificDriverModelsForCar,151
00611900,Population::FindSpecificDriverModelForCar_ToUse,99
006119d0,Population::RemoveSpecificDriverModelsForCar,223
00611b60,Population::FindCarMultiplierMotorway,23
00611b90,LoadedCarGroup::Clear,17
00611bb0,LoadedCarGroup::AddMember,30
00611bd0,LoadedCarGroup::RemoveMember,67
00611c20,LoadedCarGroup::GetMember,11
00611c30,LoadedCarGroup::CountMembers,19
00611c50,LoadedCarGroup::PickRandomCar,422
00611e10,LoadedCarGroup::SortBasedOnUsage,116
00611e90,LoadedCarGroup::PickLeastUsedModel,138
00611fc0,Population::ManagePed,626
006122c0,Population::RemoveAllRandomPeds,94
00612320,Population::TestRoomForDummyObject,113
006123a0,Population::TestSafeForRealObject,862
00612710,Population::AddPed,6
00612f90,Population::ChooseCivilianOccupation,8
00613180,Population::ChooseCivilianCoupleOccupations,218
00613260,Population::ChooseCivilianOccupationForVehicle,390
006133f0,Population::CreateWaitingCoppers,1522
00613a00,Population::AddPedInCar,477
00614210,Population::AddPedAtAttractor,455
006143e0,Population::FindDistanceToNearestPedOfType,162
00614490,Population::PickGangCar,17
006144b0,Population::PickRiotRoadBlockCar,199
00614580,Population::ConvertToRealObject,238
00614670,Population::ConvertToDummyObject,168
00614720,Population::AddToPopulation,4668
00615970,Population::GeneratePedsAtAttractors,755
00615c90,Population::GeneratePedsAtStartOfGame,289
00615dc0,Population::ManageObject,561
00616000,Population::ManageDummy,153
006160a0,Population::ManageAllPopulation,231
00616190,Population::ManagePopulation,354
00616300,Population::RemovePedsIfThePoolGetsFull,280
00616420,Population::ConvertAllObjectsToDummyObjects,78
00616470,Population::PopulateInterior,467
00616650,Population::Update,497
00616860,PedPlacement::IsPositionClearForPed,114
00616920,PedPlacement::FindZCoorForPed,283
00616a40,PedPlacement::IsPositionClearOfCars,240
00618d00,GenericGameStorage::GetSavedGameDateAndTime,13
00618e70,GenericGameStorage::InitRadioStationPositionList,1
00618e90,GenericGameStorage::DoGameSpecificStuffAfterSucessLoad,180
00618f50,GenericGameStorage::DoGameSpecificStuffBeforeSave,156
00619000,GenericGameStorage::RestoreForStartLoad,3
00619040,C_PcSave::SetSaveDirectory,29
00619060,C_PcSave::SaveSlot,54
006190a0,C_PcSave::GenerateGameFilename,37
006190d0,C_PcSave::DeleteSlot,110
00619140,C_PcSave::PopulateSlotInfo,610
0061a150,PlayerRelationshipRecorder::CPlayerRelationshipRecorder::ClearRelationshipWithPlayer,35
0061a1d0,PlayerRelationshipRecorder::CPlayerRelationshipRecorder::RecordRelationshipWithPlayer,206
0061a2e0,PlayerRelationshipRecorder::GetPlayerRelationshipRecorder,64
0061a360,Task::CTask::IsGoToTask,17
0061a4b0,Task::IsTaskPtr,73
0061a5a0,Task::new,11
0061a5b0,Task::delete,41
0061a6c0,TaskSimpleAnim::CTaskSimpleAnim,47
0061a8b0,TaskSimpleRunAnim::Constructor,74
0061a900,TaskSimpleRunAnim::Constructor2,77
0061a950,TaskSimpleRunAnim::StartAnim,51
0061a990,TaskSimpleRunNamedAnim::Constructor,253
0061ab00,TaskSimpleRunNamedAnim::OffsetPedPosition,103
0061ab70,TaskSimpleRunTimedAnim::Constructor,99
0061abe0,TaskSimpleRunTimedAnim::Constructor,68
0061ac50,TaskSimpleRunTimedAnim::StartAnim,51
0061ae50,TaskSimplePlayHandSignalAnim::CTaskSimplePlayHandSignalAnim,76
0061af60,TaskSimplePlayHandSignalAnim::StartAnim,836
0061b2b0,TaskComplexPlayHandSignalAnim::Constructor,38
0061b2f0,TaskComplexPlayHandSignalAnim::CreateSubTask,362
0061b460,TaskComplexPlayHandSignalAnim::GetAnimIdForPed,83
0061b580,TaskComplexPlayHandSignalAnim::ControlSubTask,330
0061b6d0,TaskSimpleRunAnim::Clone,155
0061b770,TaskSimpleRunNamedAnim::Clone,154
0061b810,TaskSimpleRunTimedAnim::Clone,124
0061ba00,TaskComplexPlayHandSignalAnim::Clone,114
0061bac0,TaskSimpleRunAnim::ProcessPed,65
0061bb10,TaskSimpleRunNamedAnim::StartAnim,167
0061bbe0,TaskSimpleRunTimedAnim::ProcessPed,145
0061bdf0,TaskComplexPlayHandSignalAnim::Destructor,248
0061bf10,TaskSimpleRunNamedAnim::Destructor,5
0061bf20,TaskSimpleRunNamedAnim::ProcessPed,422
0061c2e0,EventVehicleDamageWeapon::Constructor,31
0061c330,EventVehicleDamageWeapon::CloneEditable,96
0061c3d0,TaskSimpleDuck::IsTaskInUseByOtherTasks,78
0061c420,TaskSimpleDuck::CTaskSimpleDuck::StopFireGun,62
0061c470,TaskSimpleFight::CTaskSimpleFight,161
0061c530,TaskSimpleFight (thunk),176
0061c5e0,TaskSimpleFight::CTaskSimpleFight::ControlFight,67
0061dc10,TaskSimpleFightingControl::Constructor,7
0061dca0,TaskSimpleFightingControl::Destructor,90
0061de60,TaskSimpleUseGun::Constructor,185
0061df30,TaskSimpleUseGun::Destructor,109
0061dfa0,TaskSimpleUseGun::AbortIK,151
0061e040,TaskSimpleUseGun::ControlGun,87
0061e0a0,TaskSimpleUseGun::PlayerPassiveControlGun,28
0061e0c0,TaskSimpleUseGun::ControlGunMove,152
0061e190,TaskSimpleUseGun::ClearAnim,101
0061e200,TaskSimpleUseGun::RequirePistolWhip,488
0061e3f0,TaskSimpleUseGun::SetMoveAnim,1259
0061e8e0,TaskSimpleUseGun::RemoveStanceAnims,550
0061eb10,TaskSimpleUseGun::FireGun,498
0061ed10,TaskSimpleUseGun::AimGun,1630
0061f3f0,TaskSimpleGunControl::Constructor,198
0061f4d0,TaskSimpleGunControl::Destructor,90
0061f660,TaskSimpleThrowProjectile::Constructor,143
0061f700,TaskSimpleThrowProjectile::Destructor,116
0061f810,TaskSimpleThrowProjectile::ControlThrow,121
0061f8b0,TaskSimpleThrowControl::Constructor,129
0061f950,TaskSimpleThrowControl::Destructor,90
0061f9b0,TaskSimpleThrowControl::MakeAbortable,64
006202c0,TaskSimpleChoking::Constructor,154
00620370,TaskSimpleChoking::Destructor,119
00620490,TaskSimpleChoking::ProcessPed,452
00620660,TaskSimpleChoking::UpdateChoke,287
00620780,TaskSimpleBeHit::Constructor,127
00620810,TaskSimpleBeHit::Destructor,119
00620910,TaskSimpleBeHit::StartAnim,270
00620e30,TaskComplexKillPedOnFoot::Constructor,162
00620f70,TaskComplexKillPedOnFootStealth::Constructor,101
00620ff0,TaskComplexKillPedOnFootStealth::Destructor,11
00621000,TaskComplexKillPedOnFootMelee::Constructor,124
00621090,TaskComplexKillPedOnFootMelee::Destructor,90
00621100,TaskComplexKillPedOnFootMelee::CalculateSearchPositionAndRanges,135
00621190,TaskComplexKillPedOnFootArmed::Constructor,175
00621250,TaskComplexKillPedOnFootArmed::Destructor,90
006212b0,TaskComplexKillPedOnFootArmed::MakeAbortable,76
00621300,TaskComplexKillPedOnFootArmed::IsPedInLeaderFiringLine,512
00621500,TaskComplexKillPedOnFootArmed::LineOfSightClearForAttack,18
00621c00,TaskComplexDestroyCar::Constructor,108
00621cb0,TaskComplexDestroyCar::Destructor,90
00621d10,TaskComplexDestroyCarMelee::Constructor,118
00621da0,TaskComplexDestroyCarMelee::Destructor,90
00621f50,TaskComplexDestroyCarArmed::Constructor,163
00622010,TaskComplexDestroyCarArmed::Destructor,90
006220a0,TaskComplexRoadRage::Constructor,7
00622110,TaskComplexRoadRage::Destructor,90
00622240,TaskComplexKillPedGroupOnFoot::Constructor,94
006222b0,TaskComplexKillPedGroupOnFoot::Destructor,90
00622320,TaskComplexKillPedGroupOnFoot::CreateSubTask,298
00622450,TaskComplexKillPedGroupOnFoot::ComputeNearestLivingGroupPed,401
006225f0,TaskSimpleStealthKill::Constructor,113
006227c0,TaskComplexKillPedFromBoat::Constructor,87
00622830,TaskComplexKillPedFromBoat::Destructor,90
00622890,TaskComplexKillPedFromBoat::CreateNextSubTask,102
00622b80,TaskComplexSeekCoverUntilTargetDead::Constructor_Grp,35
00622bc0,TaskComplexSeekCoverUntilTargetDead::Constructor_Ped,95
00622c20,TaskComplexSeekCoverUntilTargetDead::Destructor,106
00622c90,TaskComplexSeekCoverUntilTargetDead::CreateNextSubTask,40
00622cc0,TaskComplexSeekCoverUntilTargetDead::GetTargetPed,45
00622d50,TaskComplexSeekCoverUntilTargetDead::GetCoverPed,234
00622eb0,TaskSimpleFightingControl::Clone,104
00622f20,TaskSimpleUseGun::Clone,142
00622fb0,TaskSimpleGunControl::Clone,113
00623030,TaskSimpleThrowProjectile::Clone,123
006230b0,TaskSimpleThrowControl::Clone,100
00623220,TaskSimpleChoking::Clone,102
00623290,TaskSimpleBeHit::Clone,112
00623400,TaskComplexKillPedOnFootStealth::Clone,96
00623460,TaskComplexKillPedOnFootMelee::Clone,96
006234c0,TaskComplexKillPedOnFootArmed::Clone,105
00623530,TaskComplexDestroyCar::Clone,108
006235a0,TaskComplexDestroyCarMelee::Clone,96
00623600,TaskComplexDestroyCarArmed::Clone,108
00623670,TaskComplexRoadRage::Clone,96
006236d0,TaskSimpleGangDriveBy (thunk),114
006237c0,TaskComplexKillPedGroupOnFoot::Clone,100
00623830,TaskSimpleStealthKill::Clone,106
006238a0,TaskComplexKillPedFromBoat::Clone,96
00623900,TaskComplexSeekCoverUntilTargetDead::Clone,203
006239f0,TaskSimpleFight::CTaskSimpleFight::MakeAbortable,284
00624b50,TaskSimpleFightingControl::CalcMoveCommand,589
00624dc0,TaskSimpleUseGun::Reset,112
00624e30,TaskSimpleUseGun::MakeAbortable,156
00624ed0,TaskSimpleUseGun::SetPedPosition,94
00624f30,TaskSimpleUseGun::StartAnim,766
006259e0,TaskSimpleThrowProjectile::StartAnim,381
00625e70,TaskComplexKillPedOnFoot (thunk),6
00626260,TaskComplexKillPedOnFoot (thunk),1894
00626ac0,TaskComplexKillPedOnFootMelee::CreateSubTask,713
00626fc0,TaskComplexKillPedOnFootArmed::CreateSubTask,1324
006287a0,TaskComplexDestroyCar::CreateSubTask,279
006289f0,TaskComplexDestroyCarMelee::CalculateSearchPositionAndRanges,113
00628a70,TaskComplexDestroyCarMelee::CreateSubTask,6
00628c80,TaskComplexDestroyCarArmed::CalculateSearchPositionAndRanges,274
00628da0,TaskComplexDestroyCarArmed::CreateSubTask,510
00628fa0,TaskComplexDestroyCarArmed::ControlSubTask,186
00629080,TaskComplexRoadRage::CreateSubTask,787
00629570,TaskComplexKillPedGroupOnFoot::CreateNextSubTask,177
00629630,TaskComplexKillPedGroupOnFoot::CreateFirstSubTask,115
006296d0,TaskSimpleStealthKill::ManageAnim,518
0062b490,TaskComplexKillPedOnFoot (thunk),735
0062b790,TaskComplexKillPedOnFootStealth::CreateNextSubTask,127
0062d3b0,TaskSimpleGangDriveBy (thunk),1551
0062da90,TaskComplexDestroyCar::CreateFirstSubTask,132
0062db20,TaskComplexDestroyCarMelee::CreateFirstSubTask,249
0062ddb0,TaskComplexDestroyCarMelee::ControlSubTask,366
0062e0a0,TaskComplexDestroyCarArmed::CreateFirstSubTask,200
0062e270,TaskComplexRoadRage::CreateNextSubTask,383
0062e3f0,TaskComplexRoadRage::ControlSubTask,323
0062ec60,TaskSimpleHitFromBack::Constructor,39
0062ec90,TaskSimpleHitFromBack::Clone,99
0062ed10,TaskSimpleHitFromLeft::Constructor,39
0062ed40,TaskSimpleHitFromLeft::Clone,99
0062edc0,TaskSimpleHitFromRight::Constructor,39
0062edf0,TaskSimpleHitFromRight::Clone,99
0062ee70,TaskSimpleHitByGunFromFront::Constructor,39
0062eea0,TaskSimpleHitByGunFromFront::Clone,99
0062ef20,TaskSimpleHitByGunFromRear::Constructor,39
0062ef50,TaskSimpleHitByGunFromRear::Clone,99
0062efd0,TaskSimpleHitByGunFromLeft::Constructor,39
0062f000,TaskSimpleHitByGunFromLeft::Clone,99
0062f080,TaskSimpleHitByGunFromFront::Constructor,39
0062f0b0,TaskSimpleHitByGunFromRight::Clone,99
0062f1a0,TaskComplexLeaveCar::CTaskComplexLeaveCar,45
0062f1d0,TaskComplexLeaveCarAndDie::Clone,103
0062f310,TaskSimpleStandStill::Constructor,62
0062f370,TaskSimpleStandStill::ProcessPed,39
0062f590,TaskSimpleSetStayInSamePlace::CTaskSimpleSetStayInSamePlace,27
0062f5e0,TaskSimpleSetStayInSamePlace::CTaskSimpleSetStayInSamePlace::ProcessPed,38
0062f610,TaskSimpleSetKindaStayInSamePlace::Constructor,27
0062f650,TaskSimpleSetKindaStayInSamePlace::Destructor,11
0062f660,TaskSimpleSetKindaStayInSamePlace::ProcessPed,38
0062f690,TaskSimpleDuckToggle::Constructor,27
0062f6d0,TaskSimpleDuckToggle::Destructor,11
0062f8d0,TaskComplexBeStill::CTaskComplexBeStill::CreateNextSubTask,52
0062fa00,TaskSimpleDie::Constructor,68
0062fa60,TaskSimpleDie::Constructor,139
0062faf0,TaskSimpleDie::Constructor,72
0062fc20,TaskSimpleDieInCar::CTaskSimpleDieInCar,64
0062fc80,TaskComplexDieInCar::CTaskComplexDieInCar,41
0062fd00,TaskComplexDieInCar::PreparePedVehicleForPedDeath,66
0062fd50,TaskComplexDieInCar::CreateSubTask,6
0062fec0,TaskSimpleDrown::CTaskSimpleDrown,62
0062ff60,TaskSimpleDrownInCar::GetTaskType,11
00630040,TaskComplexDie::Constructor,108
00630100,TaskComplexDie::SayDeathSample,185
00630590,TaskSimpleDead::CTaskSimpleDead,50
006305f0,TaskSimpleDead::GetTaskType,11
00630600,TaskSimpleDead::ProcessPed,2322
00630f20,TaskSimpleTired::Constructor,23
00630f60,TaskSimpleTired::Destructor,11
00630f70,TaskSimpleTired::StartAnim,125
00631030,TaskSimpleSitDown::Constructor,35
00631070,TaskSimpleSitDown::Destructor,93
00631160,TaskSimpleSitIdle::Constructor,51
006311b0,TaskSimpleSitIdle::Destructor,11
00631260,TaskSimpleSitIdle::StartAnim,122
006312e0,TaskSimpleStandUp::Constructor,35
00631320,TaskSimpleStandUp::Destructor,93
00631410,TaskSimpleStandUp::StartAnim,75
00631460,TaskComplexSitDownThenIdleThenStandUp::Constructor,45
006314a0,TaskComplexSitDownThenIdleThenStandUp::Destructor,104
00631550,TaskComplexSitDownThenIdleThenStandUp::CreateSubTask,329
006316a0,TaskComplexSitDownThenIdleThenStandUp::CreateFirstSubTask,137
00631730,TaskComplexSitDownThenIdleThenStandUp::ControlSubTask,89
006317c0,TaskComplexObserveTrafficLights::GetTaskType,11
006317e0,TaskComplexObserveTrafficLights::CTaskComplexObserveTrafficLights::CreateNextSubTask,232
006318e0,TaskComplexObserveTrafficLights::CTaskComplexObserveTrafficLights::ControlSubTask,46
00631910,TaskComplexObserveTrafficLightsAndAchieveHeading::CTaskComplexObserveTrafficLightsAndAchieveHeading,34
00631980,TaskComplexObserveTrafficLightsAndAchieveHeading::GetTaskType,11
00631990,TaskComplexObserveTrafficLightsAndAchieveHeading::CTaskComplexObserveTrafficLightsAndAchieveHeading::CreateSubTask,6
00631a70,TaskComplexObserveTrafficLightsAndAchieveHeading::CTaskComplexObserveTrafficLightsAndAchieveHeading::CreateNextSubTask,69
00631ae0,TaskComplexCrossRoadLookAndAchieveHeading::CTaskComplexCrossRoadLookAndAchieveHeading,34
00631b60,TaskComplexCrossRoadLookAndAchieveHeading::CTaskComplexCrossRoadLookAndAchieveHeading::CreateSubTask,214
00631c40,TaskComplexCrossRoadLookAndAchieveHeading::CTaskComplexCrossRoadLookAndAchieveHeading::CreateNextSubTask,79
00631cc0,TaskSimpleTurn180::Constructor,26
00631d00,TaskSimpleTurn180::Destructor,93
00631d70,TaskComplexHitResponse::Constructor,27
00631da0,TaskComplexHitResponse::Destructor,11
00631dd0,TaskComplexHitByGunResponse::Constructor,27
00631e30,TaskComplexHitByGunResponse::Destructor,11
00631e50,TaskComplexHitByGunResponse::CreateFirstSubTask,266
00631f80,TaskComplexSunbathe::Constructor,182
00632050,TaskComplexSunbathe::Destructor,147
006320f0,TaskComplexSunbathe::MakeAbortable,76
00632140,TaskComplexSunbathe::CanSunbathe,77
00632190,TaskComplexSunbathe::ShouldLoadSunbatheAnims,7
006321f0,TaskComplexUseEffect::Constructor,108
00632270,TaskComplexUseEffect::Destructor,118
006325f0,TaskComplexWaitAtAttractor::Constructor,34
00632630,TaskComplexWaitAtAttractor::Destructor,11
00632650,TaskComplexWaitAtAttractor::CreateFirstSubTask,137
006326f0,TaskComplexUseAttractor::Constructor,27
00632720,TaskComplexUseAttractor::Destructor,11
00632730,TaskComplexUseAttractor::CreateNextSubTask,141
006327c0,TaskComplexUseAttractor::ControlSubTask,63
00632800,TaskComplexWaitForDryWeather::Constructor,18
00632830,TaskComplexWaitForDryWeather::Destructor,11
00632860,TaskComplexWaitForDryWeather::CreateFirstSubTask,137
00632900,TaskComplexWaitForBus::Constructor,25
00632930,TaskComplexWaitForBus::Destructor,11
00632a50,TaskSimpleWaitForBus::Constructor,25
00632a90,TaskSimpleWaitForBus::Destructor,11
00632bd0,TaskComplexSequence::Constructor,35
00632c10,TaskComplexSequence::Flush,65
00632c70,TaskComplexSequence::CreateNextSubTask,106
00632d10,TaskComplexSequence::AddTask,51
00632d90,TaskSequences::Init,50
00632dd0,TaskSequences::CleanUpForShutdown,45
00632e00,TaskSequences::CTaskSequences::GetAvailableSlot,79
00632e50,TaskComplexBeInGroup::Constructor,59
00632ea0,TaskComplexBeInGroup::Destructor,11
00632f40,TaskComplexBeInGroup::CreateNextSubTask,98
00632fb0,TaskComplexBeInGroup::CreateFirstSubTask,94
00633010,TaskComplexBeInGroup::MonitorMainGroupTask,145
006330b0,TaskComplexBeInGroup::MonitorSecondaryGroupTask,239
006331a0,TaskComplexUsePairedAttractor::Constructor,44
006331e0,TaskComplexUsePairedAttractor::Destructor,11
006331f0,TaskComplexUsePairedAttractor::SetPartnership,36
00633220,TaskComplexUsePairedAttractor::ClearPartnership,35
00633250,TaskComplexAttractorPartnerWait::CTaskComplexAttractorPartnerWait,34
00633290,TaskComplexAttractorPartnerWait::GetTaskType,11
006332c0,TaskComplexUseAttractorPartner::Constructor,34
00633300,TaskComplexUseAttractorPartner::Destructor,11
00633330,TaskComplexUseScriptedAttractor::Constructor,27
00633360,TaskComplexUseScriptedAttractor::Destructor,11
00633390,TaskComplexOnFire::Constructor,18
006333c0,TaskComplexOnFire::Destructor,11
006333d0,TaskComplexOnFire::ComputeFireDamage,160
00633470,TaskComplexOnFire::CreateSubTask,239
00633560,TaskSimplePlayerOnFire::Constructor,35
006335b0,TaskSimplePlayerOnFire::Destructor,11
006337a0,TaskSimpleTogglePedThreatScanner::CTaskSimpleTogglePedThreatScanner::ProcessPed,40
006337f0,TaskSimpleIKManager::Constructor,35
00633830,TaskSimpleIKManager::Destructor,104
00633940,TaskSimpleIKManager::AddIKChainTask,46
006339b0,TaskSimpleIKManager::GetTaskAtSlot,11
006339c0,TaskSimpleIKChain::Constructor,196
00633a90,TaskSimpleIKChain::Destructor,7
00633b00,TaskSimpleIKChain::Clone,194
00633bd0,TaskSimpleIKChain::CreateIKChain,109
00633c40,TaskSimpleIKChain::BlendOut,45
00633c70,TaskSimpleIKChain::GetIKChain,4
00633e00,TaskSimpleIKLookAt::Constructor,215
00633ef0,TaskSimpleIKLookAt::Destructor,11
00633f00,TaskSimpleIKLookAt::Clone,179
00633fc0,TaskSimpleIKLookAt::CreateIKChain,139
00634050,TaskSimpleIKLookAt::UpdateLookAtInfo,202
00634120,TaskSimpleIKLookAt::GetLookAtEntity,4
00634150,TaskSimpleIKPointArm::Constructor,214
00634240,TaskSimpleIKPointArm::Destructor,11
00634250,TaskSimpleIKPointArm::Clone,160
006342f0,TaskSimpleIKPointArm::CreateIKChain,124
00634370,TaskSimpleIKPointArm::UpdatePointArmInfo,192
00634670,TaskSimpleClearLookAt::Constructor,18
006346a0,TaskSimpleClearLookAt::Destructor,11
006346c0,TaskSimpleClearLookAt::ProcessPed,42
